title,company,location,category,contract_type,created,skills_found_clean,skill_count,description_short,redirect_url
"Lead, Process Excellence Enablement Tower",Standard Chartered Bank,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-08-12T01:59:32Z,None Matched,0,"This job is with Standard Chartered Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Summary The GCFO Process Excellence Enablement Tower Lead is accountable for defining and deliveri...",https://www.adzuna.in/land/ad/5837139253?se=OEmrqhOu8RGw3foOHxJxCQ&utm_medium=api&utm_source=48e85034&v=69B68094F91EE5462DB8DD9BF88BDAD9680A68AF
Java Backend Developer (5 Years) – Chennai,Geysers International,"Chennai, Tamil Nadu",IT Jobs,,2026-09-11T17:13:18Z,Java,1,"Java Backend Developer (5 Years) – Remote Location: Remote Experience: 5 Years Role Overview: Looking for an experienced Java Backend Developer to build scalable, high-performance backend systems and microservices. Key Responsibilities: Develop and maintain backend applications using Java & Spring B...",https://www.adzuna.in/land/ad/5879664358?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=D4E6375FCE49845E02E1C254603854C3B1819AA7
Senior Network Engineer,OEC,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:22:16Z,None Matched,0,"Job Summary/Objective Serves as a hands-on technical leader who designs, implements, and continuously improves OEC’s (OEConnection’s) enterprise and cloud network infrastructure. Works within on-premises environments — routing, switching, firewall, and load balancing — and modern cloud networking ac...",https://www.adzuna.in/land/ad/5864435086?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=63D46116960642EBA3F39CC6025F771A3E86C458
Academic Trainer,Sapience Publications,"Chennai, Tamil Nadu",Teaching Jobs,,2026-09-04T16:57:54Z,None Matched,0,"About the job Company Description At Sapience Publications, we are dedicated to delivering innovative educational resources that inspire and empower learners and educators globally. As a leading provider of academic content, we prioritise excellence, innovation, and inclusivity in everything we do. ...",https://www.adzuna.in/land/ad/5870528021?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=A1DEE8D042F4F7F59C1126722B202A7E49EB7EA6
Data Quality Analyst,WinnerBrands,"Chennai, Tamil Nadu",IT Jobs,contract,2026-09-05T18:31:50Z,None Matched,0,"Title: Quality Auditor Program Manager Experience: 2 years Location: Chennai Role Type: Contractual (3 months) About the Employer Brand The organization is a leading global entertainment and streaming platform that brings together critically acclaimed original programming, movies, television series,...",https://www.adzuna.in/land/ad/5871992663?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=581954232AAE701B32EE30E17C4A57F75548A0CE
Business Development Manager,Cityinfo Services Pvt. Ltd.,"Chennai, Tamil Nadu",Sales Jobs,,2026-08-26T15:56:38Z,"Cold Calling, Business Development, Market Research",3,"Role Summary We are looking for a proactive and target-driven Business Development Manager to expand our corporate client base and drive revenue growth. The ideal candidate will be responsible for generating new business opportunities, building long-term client relationships, and promoting Cityinfo'...",https://www.adzuna.in/land/ad/5856666489?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=FF748AF181579258AC2E764707D74080DC6AFD07
Head of School,The Indian Public School Globeducate India,"Madurai, Tamil Nadu",Teaching Jobs,,2026-08-18T05:07:24Z,Leadership,1,"Head of School (HOS) - TIPS Globeducate India, Schools in TamilNadu The Indian Public School (TIPS Globeducate) group is a premier international institution offering a dynamic and globally aligned learning environment through the International Baccalaureate (IB) and Cambridge Assessment Internationa...",https://www.adzuna.in/land/ad/5845682586?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=6E82E915AB4BC90E4CAA6BE8C55BD9B10FCF4498
TEACHING Assistant - DATA ANALYTICS & OPERATIONS,Great Lakes Institute of Management,"Chennai, Tamil Nadu",Teaching Jobs,,2026-09-11T17:11:27Z,"Data Analysis, Recruiting",2,RECRUITING FOR - NON TEACHING POSITION - JUNIOR FACULTY TEACHING ASSISTANTS (Non-Teaching; Only Tutorials) - DATA ANALYTICS & OPERATIONS NON TEACHING - Junior Faculty / Teaching Assistants (Non-Teaching; Only Tutorials) Key Responsibilities Attend the weekly lectures conducted by the course instruct...,https://www.adzuna.in/land/ad/5879658058?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=495AA995E90B0B4AF4833DB2868D5D593CF5BAF2
Senior Project Manager - HR,NCR Voyix,"Chennai, Tamil Nadu",IT Jobs,,2026-08-25T23:54:33Z,"Human Resources, Project Management",2,"The Senior HR Project Manager will be responsible for planning, executing and closing HR initiatives by managing project plans, timelines and resources, collaborating with cross-functional teams and implementing efficient project management processes to support the broader HR goals. In this role, yo...",https://www.adzuna.in/land/ad/5855679539?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=9B83F0A7764354D4A8DB750D078D1359C53A9693
Creative Technologist,WPP Production,"Chennai, Tamil Nadu",IT Jobs,,2026-07-15T23:39:50Z,None Matched,0,"This job is with WPP Production, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. About WPP Production We are WPP Production - the unified global production company that brings together all of ...",https://www.adzuna.in/land/ad/5801462843?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=3364D668480E304FD333DED2E34D0BB3BB1B55F5
Online Phonics teacher,Raynira kids academy,"Tamil Nadu, India",Teaching Jobs,,2026-07-01T17:19:20Z,None Matched,0,"Company Description Raynira Kids Academy is an early childhood learning institution focused on building strong foundational skills for young learners. The academy emphasizes engaging, age-appropriate instruction that supports literacy, phonics, and overall language development. It aims to create a s...",https://www.adzuna.in/land/ad/5783569187?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=644B02F1D70F4A326ED52B89CBB42DBFD33DF8C6
Assistant Food Beverage Manager,"Raintree, St Mary's","Chennai, Tamil Nadu",Hospitality & Catering Jobs,,2026-09-02T16:41:38Z,None Matched,0,"Role Overview We are looking for a dynamic Assistant F&B Manager to support our Food & Beverage operations and deliver exceptional guest experiences. The role involves assisting in managing restaurants, bars, banquets, and room service while ensuring service excellence and operational efficiency. Ke...",https://www.adzuna.in/land/ad/5867035797?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=4B1E224378CFF31FE7A1888577F6E1BE05CD9521
Accounts Payable Manager,TP,"Chennai, Tamil Nadu",IT Jobs,,2026-08-28T16:03:03Z,"ERP Software, Accounts Payable",2, We're Hiring | Manager - Procure to Pay (P2P)   Location: Chennai (Ambattur)  Qualification: Graduate (Mandatory)  Experience: 10 to 19 Years  CTC: ₹13 - ₹15LPA (Based on Last Drawn Salary) ⚡ Immediate Joiners Preferred We are seeking an experienced P2P Manager to lead end-to-end Procure-to-Pay ope...,https://www.adzuna.in/land/ad/5859570103?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=779583D327C1F4C190FBA8B3F859CB3EAF0167DA
Client Services Associate,Murthy Immigration Services Pvt. Ltd.,"Chennai, Tamil Nadu",Admin Jobs,,2026-09-11T17:13:56Z,None Matched,0,"Company Description: Murthy Immigration Services Pvt. Ltd. (MISPL), based in India, provides comprehensive support for individuals and organizations navigating primarily U.S. immigration processes across India and at consular posts abroad. The team specializes in clarifying procedures and assisting ...",https://www.adzuna.in/land/ad/5879665350?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=CC09B553387F164213ECFF1CD1F32844560A84F3
Data Engineer - Contract (Mail at nirmal.francis@inspire.com),Inspire,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:21:27Z,None Matched,0,"Role Description: Cloud Infrastructure Architecture (AWS) Architect, deploy, and manage scalable AWS data infrastructure including Redshift, S3, Lambda, IAM, VPC, and related services Define and enforce infrastructure-as-code standards and CI/CD practices for all data platform components Monitor inf...",https://www.adzuna.in/land/ad/5864429349?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=6FD1D83D7711CA4FFF7E5834A9621D49F12EE5EB
Director - Quality (Medical Coding),IKS Health,"Coimbatore, Tamil Nadu",IT Jobs,,2026-09-07T18:38:38Z,Auditing,1,Position: Director - Quality_Medical Coding Reporting To: Vice President - Medical Coding (Quality ) Department: Medical Coding – Quality & Compliance Profile Description This role is responsible for defining and driving the quality strategy across one or more medical coding portfolios while ensurin...,https://www.adzuna.in/land/ad/5874134840?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=755EA0CA93801F4280815398C66BA85E42C03B5C
Telemarketer,Kushi Civil Structural consultancy Pvt Ltd,"Chennai, Tamil Nadu",Sales Jobs,,2026-09-02T16:42:40Z,Sales,1,Job Title: Tele Sales Executive Department: Sales & Marketing Location: Chennai Office Job Description Make outbound calls to prospective customers to introduce the company’s website and services. Encourage users to register on the portal and increase active user numbers. Maintain accurate records o...,https://www.adzuna.in/land/ad/5867036027?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=E2DE428FCED9A7CBC36F9CE0646ABADA611294E5
Threat Intelligence Analyst,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:22:49Z,Leadership,1,"Key Responsibilities Collect and analyze threat intelligence from commercial feeds, OSINT, ISACs, vendor advisories, malware reports, and internal incident findings. Produce tactical, operational, and strategic threat intelligence reports for SOC teams, security engineering teams, and leadership sta...",https://www.adzuna.in/land/ad/5864438869?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=5E405AF64EDEC5387FE64ABD562FD03E3D785912
Major Incident Manager,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:20:14Z,None Matched,0,Role: Major Incident Manager Exp- 5 to 10 Years Location: Chennai Apply only if you are available for walkin interviews on 5th Sept at Chennai location. Job Summary: 1. Minimum 5 years of experience in Major Incident Management. 2. ITIL certification (v4 Foundation or higher) with clear understandin...,https://www.adzuna.in/land/ad/5864423726?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=38C644918F4999916988FEC1ED8FA9F2EE9A3890
Customer Success Manager,Animaker Inc.,"Chennai, Tamil Nadu",Sales Jobs,,2026-08-29T00:03:59Z,"Sales, Content Creation",2,"Animaker is looking for an energetic and ambitious Account Manager or Customer Success Manager .As a fast-paced startup with revolutionary, innovative solutions in the visual content creation space, we aim to create a difference and delight our customers. We have over 10 million users from 190 count...",https://www.adzuna.in/land/ad/5859991472?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=8F387DCBD86254BA771339390D863B042C815A67
"Senior Manager, Analytics & Automation",Standard Chartered Bank,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-09-11T02:23:47Z,Onboarding,1,"This job is with Standard Chartered Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Summary CRD VI Article 21c is an EU regulation impacting non-EU banks undertaking core banking act...",https://www.adzuna.in/land/ad/5878873640?se=DrI3rROu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=D88CAB4A1D2D790898C13E801C97C453FC7DD09E
Technical Fashion Designer,Summer Madras,"Chennai, Tamil Nadu",Retail Jobs,,2026-09-05T18:32:46Z,None Matched,0," Chennai | Full-time | In-person Monday–Saturday | 9:00 AM–6:00 PM Summer Madras is looking for a skilled and detail-oriented Technical Designer to join our team in Chennai. This is a hands-on technical role responsible for translating the design team’s ideas into accurate, production-ready garments...",https://www.adzuna.in/land/ad/5871992960?se=Xp7SshOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=82607157A3E7A5F3967C3DD4BDADEF06A0016569
Population Health & Healthcare Analytics Analyst – India,Minerra Health,"Chennai, Tamil Nadu",Healthcare & Nursing Jobs,,2026-09-03T16:48:21Z,None Matched,0,"Role Overview Minerra Health is seeking a Population Health & Healthcare Analytics Analyst to support population health research, patient risk stratification, ROI modeling, healthcare analytics, and business research across our obesity and metabolic health platform. The role will work closely with M...",https://www.adzuna.in/land/ad/5868789336?se=Xp7SshOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=853CF97A724DA72CE6748C9C1BE3EBC3C76D3D57
Phonics teacher,Raynira kids academy,"Tamil Nadu, India",Teaching Jobs,,2026-07-01T17:19:28Z,None Matched,0,"Company Description Raynira Kids Academy is an educational organization focused on providing engaging, age-appropriate learning experiences for children. The academy emphasizes strong foundational skills in literacy, numeracy, and social development, with a particular focus on early reading success....",https://www.adzuna.in/land/ad/5783569709?se=Xp7SshOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=25581E7DE94D961E47243C99ADB7680941DB783C
Lan Wireless SME-Walkin Drive,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:21:19Z,None Matched,0,"Job Role: Lan Wireless SME-Walkin Drive Experience:8-12 years Location: Chennai Key Responsibilities 6 years of experience in enterprise wireless networking. strong expertise in Cisco wireless solutions. in-depth knowledge of RF design, controllers, access points, roaming, and wireless security. Des...",https://www.adzuna.in/land/ad/5864428684?se=Xp7SshOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=543B33592ACACCD773EB95044060C1B86351B83D
Senior Manager – HR Business Partner | Hospitality / Real Estate Services,FyndBridge Consultants & Advisors,"Chennai, Tamil Nadu",HR & Recruitment Jobs,,2026-09-10T14:46:35Z,Human Resources,1,"Senior Manager – HR Business Partner | South India Location: Chennai | Experience: 12–15 Years | Travel: South India About the Role Our client, a leading professionally managed organisation with a strong presence across premium and commercial assets, is looking for a Senior Manager – HR Business Par...",https://www.adzuna.in/land/ad/5878220468?se=Xp7SshOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=7398EB32B82A7991142B85B5D518AA31E8D9E7B2
Mega Walkin Drive for Oracle Fusion Finance on 22-Aug-26 Chennai,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:22:43Z,None Matched,0,TCS has been a great pioneer in feeding the fire of Young Techies like you. We are a global leader in the technology arena and there's nothing that can stop us from growing together. TCS is Looking for Oracle Fusion Finance We are delighted to invite you for a discussion to get to know more about yo...,https://www.adzuna.in/land/ad/5864438197?se=Xp7SshOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=BFC13A3298D6A4A297007ED18163F73EA81AAF45
Printed Circuit Board Design Engineer,Univision Technology Solutions Pvt Ltd  ),"Chennai, Tamil Nadu",Engineering Jobs,,2026-09-06T00:55:51Z,None Matched,0,"PCB Designer JD: Design and develop high-speed multilayer PCB layouts using Cadence Allegro. Create PCB floor plans, component placement, and routing for complex designs. Perform impedance-controlled routing for high-speed interfaces such as DDR3/DDR4/DDR5, PCIe, USB, Ethernet, SATA, and SerDes. Col...",https://www.adzuna.in/land/ad/5872266346?se=Xp7SshOu8RG-FLx_YfIXKQ&utm_medium=api&utm_source=48e85034&v=299F6299F3A681AEC07F485F3885393901B622D4
